Date,Close,High,Low,Open,Volume
1973-03-26,1.4974538087844849,1.4974538087844849,1.4974538087844849,1.4974538087844849,9600
1973-03-27,1.4974538087844849,1.4974538087844849,1.4974538087844849,1.4974538087844849,15200
1973-03-28,1.5178272724151611,1.5178272724151611,1.5178272724151611,1.5178272724151611,141600
1973-03-29,1.5382000207901,1.5382000207901003,1.5382000207901003,1.5382000207901003,120000
1973-03-30,1.5382000207901,1.5382000207901003,1.5382000207901003,1.5382000207901003,85600
1973-04-02,1.528014063835144,1.528014063835144,1.528014063835144,1.528014063835144,52800
1973-04-03,1.5178272724151611,1.5178272724151611,1.5178272724151611,1.5178272724151611,23200
1973-04-04,1.5076406002044678,1.5076406002044678,1.5076406002044678,1.5076406002044678,78400
1973-04-05,1.502546787261963,1.502546787261963,1.502546787261963,1.502546787261963,78400
1973-04-06,1.502546787261963,1.502546787261963,1.502546787261963,1.502546787261963,36000
1973-04-09,1.502546787261963,1.502546787261963,1.502546787261963,1.502546787261963,28000
1973-04-10,1.5382000207901,1.5382000207901003,1.5382000207901003,1.5382000207901003,88800
1973-04-11,1.5483877658843994,1.5483877658843994,1.5483877658843994,1.5483877658843994,144000
1973-04-12,1.5687607526779175,1.5687607526779175,1.5687607526779175,1.5687607526779175,140800
1973-04-13,1.5687607526779175,1.5687607526779175,1.5687607526779175,1.5687607526779175,13600
1973-04-16,1.5687607526779175,1.5687607526779175,1.5687607526779175,1.5687607526779175,40000
1973-04-17,1.528014063835144,1.528014063835144,1.528014063835144,1.528014063835144,92800
1973-04-18,1.5229219198226929,1.5229219198226929,1.5229219198226929,1.5229219198226929,25600
1973-04-19,1.528014063835144,1.528014063835144,1.528014063835144,1.528014063835144,39200
1973-04-23,1.5076406002044678,1.5076406002044678,1.5076406002044678,1.5076406002044678,48000
1973-04-24,1.4974538087844849,1.4974538087844849,1.4974538087844849,1.4974538087844849,134400
1973-04-25,1.487267017364502,1.487267017364502,1.487267017364502,1.487267017364502,59200
1973-04-26,1.487267017364502,1.487267017364502,1.487267017364502,1.487267017364502,33600
1973-04-27,1.4770795106887817,1.4770795106887817,1.4770795106887817,1.4770795106887817,36800
1973-04-30,1.4567058086395264,1.4567058086395264,1.4567058086395264,1.4567058086395264,91200
1973-05-01,1.446520209312439,1.4465202093124392,1.4465202093124392,1.4465202093124392,295200
1973-05-02,1.4516128301620483,1.4516128301620483,1.4516128301620483,1.4516128301620483,61600
1973-05-03,1.446520209312439,1.4668937333872623,1.4465202093124392,1.451613590331145,56000
1973-05-04,1.4618006944656372,1.482174223308364,1.4618006944656372,1.4618006944656372,43200
1973-05-07,1.4668927192687988,1.4872662292586432,1.4668927192687988,1.4668927192687988,42400
1973-05-08,1.4719871282577515,1.4923606525242947,1.4719871282577515,1.4719871282577515,28800
1973-05-09,1.5127339363098145,1.533107457337556,1.5127339363098145,1.5127339363098145,58400
1973-05-10,1.5483877658843994,1.5687612891197205,1.5483877658843994,1.5483877658843994,70400
1973-05-11,1.553480863571167,1.5738543830934117,1.553480863571167,1.553480863571167,26400
1973-05-14,1.4974538087844849,1.517827329992437,1.4974538087844849,1.517827329992437,151200
1973-05-15,1.49235999584198,1.512733511143577,1.49235999584198,1.4974533746673793,163200
1973-05-16,1.5229219198226929,1.543295457211625,1.5229219198226929,1.5229219198226929,75200
1973-05-17,1.5229219198226929,1.543295457211625,1.5229219198226929,1.5229219198226929,27200
1973-05-18,1.5076406002044678,1.5280141218288523,1.5076406002044678,1.5229207414227561,59200
1973-05-21,1.502546787261963,1.522920303021447,1.502546787261963,1.507640166201834,60800
1973-05-22,1.5178272724151611,1.5382007928502641,1.5178272724151611,1.5178272724151611,95200
1973-05-23,1.5229219198226929,1.543295457211625,1.5229219198226929,1.5229219198226929,34400
1973-05-24,1.5585741996765137,1.5789477186265333,1.5585741996765137,1.5585741996765137,60000
1973-05-25,1.5789475440979004,1.5993210607959378,1.5789475440979004,1.5789475440979004,111200
1973-05-29,1.5891343355178833,1.6095078526399074,1.5891343355178833,1.5891343355178833,144800
1973-05-30,1.563666582107544,1.5840400880633425,1.563666582107544,1.5840400880633425,90400
1973-05-31,1.563666582107544,1.5840400880633425,1.563666582107544,1.563666582107544,36000
1973-06-01,1.563666582107544,1.5840400880633425,1.563666582107544,1.563666582107544,47200
1973-06-04,1.49235999584198,1.512733511143577,1.49235999584198,1.512733511143577,119200
1973-06-05,1.4668927192687988,1.4872662292586432,1.4668927192687988,1.4872662292586432,101600
1973-06-06,1.446520209312439,1.4668937333872623,1.4465202093124392,1.4668937333872623,32000
1973-06-07,1.4567058086395264,1.4770793164526665,1.4567058086395264,1.4567058086395264,31200
1973-06-08,1.4618006944656372,1.482174223308364,1.4618006944656372,1.4618006944656372,98400
1973-06-11,1.4668927192687988,1.4872662292586432,1.4668927192687988,1.4668927192687988,58400
1973-06-12,1.4821736812591553,1.5025472026510338,1.4821736812591553,1.4821736812591553,148800
1973-06-13,1.487267017364502,1.507640538150317,1.487267017364502,1.487267017364502,40800
1973-06-14,1.4974538087844849,1.517827329992437,1.4974538087844849,1.4974538087844849,53600
1973-06-15,1.4821736812591553,1.5025472026510338,1.4821736812591553,1.4974538223030642,43200
1973-06-18,1.4567058086395264,1.4770793164526665,1.4567058086395264,1.4770793164526665,31200
1973-06-19,1.4414255619049072,1.4617990680802417,1.4414255619049072,1.456705691536408,83200
1973-06-20,1.4312399625778198,1.4516134851767926,1.43123996257782,1.4414267238773062,30400
1973-06-21,1.4261459112167358,1.4465194242341177,1.4261459112167358,1.4312392894710813,78400
1973-06-22,1.4261459112167358,1.4465194242341177,1.4261459112167358,1.4261459112167358,58400
1973-06-25,1.400679588317871,1.4210531096024948,1.400679588317871,1.4210531096024948,46400
1973-06-26,1.410866379737854,1.4312399014669204,1.410866379737854,1.410866379737854,44000
1973-06-27,1.4057728052139282,1.426146324130072,1.4057728052139282,1.4108661849429642,90400
1973-06-28,1.3904916048049927,1.4108651081720989,1.3904916048049927,1.4057717323303223,57600
1973-06-29,1.3955864906311035,1.4159600160417765,1.3955864906311035,1.3955864906311035,160000
1973-07-02,1.4057728052139282,1.426146324130072,1.4057728052139282,1.4057728052139282,24800
1973-07-03,1.400679588317871,1.4210531096024948,1.400679588317871,1.405772968639027,44800
1973-07-05,1.3955864906311035,1.4159600160417765,1.3955864906311035,1.4006798719837719,24800
1973-07-06,1.3955864906311035,1.4159600160417765,1.3955864906311035,1.3955864906311035,37600
1973-07-09,1.4057728052139282,1.426146324130072,1.4057728052139282,1.4057728052139282,42400
1973-07-10,1.4159581661224365,1.436331664915565,1.4159581661224365,1.4159581661224365,32800
1973-07-11,1.4210522174835205,1.441425725977908,1.4210522174835205,1.4210522174835205,12000
1973-07-12,1.4159581661224365,1.436331664915565,1.4159581661224365,1.4210515408207187,24000
1973-07-13,1.4261459112167358,1.4465194242341177,1.4261459112167358,1.4261459112167358,59200
1973-07-16,1.4363341331481934,1.4567076669517136,1.4363341331481934,1.4363341331481934,16800
1973-07-17,1.446520209312439,1.4668937333872623,1.4465202093124392,1.4465202093124392,110400
1973-07-18,1.487267017364502,1.507640538150317,1.487267017364502,1.487267017364502,128800
1973-07-19,1.5840418338775635,1.6044153622875643,1.5840418338775635,1.5840418338775635,157600
1973-07-20,1.6247882843017578,1.6451618051080494,1.6247882843017578,1.6247882843017578,341600
1973-07-23,1.6095080375671387,1.6298815570300138,1.6095080375671387,1.624788177164295,110400
1973-07-24,1.599321722984314,1.6196952481178721,1.599321722984314,1.609508485551093,100800
1973-07-25,1.599321722984314,1.6196952481178721,1.599321722984314,1.599321722984314,46400
1973-07-26,1.599321722984314,1.6196952481178721,1.599321722984314,1.599321722984314,82400
1973-07-27,1.5891343355178833,1.6095078526399074,1.5891343355178833,1.5993210940788953,61600
1973-07-30,1.5789475440979004,1.5993210607959378,1.5789475440979004,1.5891343024469191,25600
1973-07-31,1.5789475440979004,1.5993210607959378,1.5789475440979004,1.5789475440979004,31200
1973-08-01,1.5585741996765137,1.5789477186265333,1.5585741996765137,1.5789477186265333,47200
1973-08-02,1.533107876777649,1.5534814033793451,1.533107876777649,1.5534814033793451,80800
1973-08-03,1.533107876777649,1.5534814033793451,1.533107876777649,1.533107876777649,48000
1973-08-06,1.528014063835144,1.5483875846862794,1.528014063835144,1.533107444047928,41600
1973-08-07,1.528014063835144,1.5483875846862794,1.528014063835144,1.528014063835144,3200
1973-08-08,1.5127339363098145,1.533107457337556,1.5127339363098145,1.5280140770806208,72800
1973-08-09,1.528014063835144,1.5483875846862794,1.528014063835144,1.528014063835144,29600
1973-08-10,1.533107876777649,1.5534814033793451,1.533107876777649,1.533107876777649,32800
1973-08-13,1.528014063835144,1.5483875846862794,1.528014063835144,1.533107444047928,19200
1973-08-14,1.528014063835144,1.5483875846862794,1.528014063835144,1.528014063835144,53600
1973-08-15,1.5229219198226929,1.543295457211625,1.5229219198226929,1.5280153041699258,24800
1973-08-16,1.5229219198226929,1.543295457211625,1.5229219198226929,1.5229219198226929,44800
1973-08-17,1.5382000207901,1.5585735309992406,1.5382000207901003,1.5382000207901003,29600
1973-08-20,1.5382000207901,1.5585735309992406,1.5382000207901003,1.5382000207901003,58400
1973-08-21,1.5382000207901,1.5585735309992406,1.5382000207901003,1.5382000207901003,22400
1973-08-22,1.5178272724151611,1.5382007928502641,1.5178272724151611,1.5382007928502641,64000
1973-08-23,1.5178272724151611,1.5382007928502641,1.5178272724151611,1.5178272724151611,6400
1973-08-24,1.5229219198226929,1.543295457211625,1.5229219198226929,1.5229219198226929,17600
1973-08-27,1.528014063835144,1.5483875846862794,1.528014063835144,1.528014063835144,57600
1973-08-28,1.5483877658843994,1.5687612891197205,1.5483877658843994,1.5483877658843994,51200
1973-08-29,1.5687607526779175,1.5891342689464618,1.5687607526779175,1.5687607526779175,153600
1973-08-30,1.5483877658843994,1.5687612891197205,1.5483877658843994,1.5687612891197205,50400
1973-08-31,1.5585741996765137,1.5789477186265333,1.5585741996765137,1.5585741996765137,24800
1973-09-04,1.563666582107544,1.5840400880633425,1.563666582107544,1.563666582107544,53600
1973-09-05,1.553480863571167,1.5738543830934117,1.553480863571167,1.5636676233322895,66400
1973-09-06,1.5585741996765137,1.5789477186265333,1.5585741996765137,1.5585741996765137,153600
1973-09-07,1.5789475440979004,1.5993210607959378,1.5789475440979004,1.5789475440979004,160800
1973-09-10,1.5891343355178833,1.6095078526399074,1.5891343355178833,1.5891343355178833,107200
1973-09-11,1.5687607526779175,1.5891342689464618,1.5687607526779175,1.5891342689464618,51200
1973-09-12,1.563666582107544,1.5840400880633425,1.563666582107544,1.5687599585964935,20800
1973-09-13,1.5687607526779175,1.5891342689464618,1.5687607526779175,1.5687607526779175,57600
1973-09-14,1.5687607526779175,1.5891342689464618,1.5687607526779175,1.5687607526779175,4800
1973-09-17,1.5789475440979004,1.5993210607959378,1.5789475440979004,1.5789475440979004,64800
1973-09-18,1.5891343355178833,1.6095078526399074,1.5891343355178833,1.5891343355178833,71200
1973-09-19,1.6095080375671387,1.6298815570300138,1.6095080375671387,1.6095080375671387,122400
1973-09-20,1.6044143438339233,1.6247878593111795,1.6044143438339233,1.6095077227032375,65600
1973-09-21,1.599321722984314,1.6196952481178721,1.599321722984314,1.6044151042677035,73600
1973-09-24,1.6196950674057007,1.6400685902661496,1.6196950674057007,1.6196950674057007,111200
1973-09-25,1.6095080375671387,1.6298815570300138,1.6095080375671387,1.6196947972985762,23200
1973-09-26,1.6095080375671387,1.6298815570300138,1.6095080375671387,1.6095080375671387,73600
1973-09-27,1.599321722984314,1.6196952481178721,1.599321722984314,1.609508485551093,48000
1973-09-28,1.599321722984314,1.6196952481178721,1.599321722984314,1.599321722984314,90400
1973-10-01,1.599321722984314,1.6196952481178721,1.599321722984314,1.599321722984314,29600
1973-10-02,1.6044143438339233,1.6247878593111795,1.6044143438339233,1.6044143438339233,32800
1973-10-03,1.6044143438339233,1.6247878593111795,1.6044143438339233,1.6044143438339233,59200
1973-10-04,1.6044143438339233,1.6247878593111795,1.6044143438339233,1.6044143438339233,17600
1973-10-05,1.599321722984314,1.6196952481178721,1.599321722984314,1.6044151042677035,74400
1973-10-08,1.599321722984314,1.6196952481178721,1.599321722984314,1.599321722984314,34400
1973-10-09,1.599321722984314,1.6196952481178721,1.599321722984314,1.599321722984314,40000
1973-10-10,1.6247882843017578,1.6451618051080494,1.6247882843017578,1.6247882843017578,189600
1973-10-11,1.6655346155166626,1.6859081276330745,1.6655346155166626,1.6655346155166626,185600
1973-10-12,1.6910018920898438,1.7113754088620106,1.691001892089844,1.691001892089844,142400
1973-10-15,1.680814504623413,1.7011880137703634,1.6808145046234129,1.6910012591968882,177600
1973-10-16,1.680814504623413,1.7011880137703634,1.6808145046234129,1.6808145046234129,164800
1973-10-17,1.6859095096588135,1.7062830384764425,1.6859095096588133,1.6859095096588133,56000
1973-10-18,1.6859095096588135,1.7062830384764425,1.6859095096588133,1.6859095096588133,42400
1973-10-19,1.7113755941390991,1.7317491131169456,1.7113755941390991,1.7113755941390991,163200
1973-10-22,1.6910018920898438,1.7113754088620106,1.691001892089844,1.7113754088620106,85600
1973-10-23,1.6706290245056152,1.6910025491947083,1.6706290245056152,1.6910025491947083,131200
1973-10-24,1.6604418754577637,1.6808153954020308,1.6604418754577637,1.6706286354298971,60000
1973-10-25,1.6655346155166626,1.6859081276330745,1.6655346155166626,1.6655346155166626,26400
1973-10-26,1.6706290245056152,1.6910025491947083,1.6706290245056152,1.6706290245056152,64000
1973-10-29,1.6706290245056152,1.6910025491947083,1.6706290245056152,1.6706290245056152,48800
1973-10-30,1.6247882843017578,1.6451618051080494,1.6247882843017578,1.6451618051080494,69600
1973-10-31,1.599321722984314,1.6196952481178721,1.599321722984314,1.6196952481178721,104800
1973-11-01,1.5891343355178833,1.6095078526399074,1.5891343355178833,1.5993210940788953,124000
1973-11-02,1.5840418338775635,1.6044153622875643,1.5840418338775635,1.5891352159800636,122400
1973-11-05,1.5840418338775635,1.6044153622875643,1.5840418338775635,1.5840418338775635,46400
1973-11-06,1.5891343355178833,1.6095078526399074,1.5891343355178833,1.5891343355178833,33600
1973-11-07,1.6298813819885254,1.650254899263382,1.6298813819885254,1.6298813819885254,65600
1973-11-08,1.6502560377120972,1.6706295690418762,1.6502560377120972,1.6502560377120972,92800
1973-11-09,1.6502560377120972,1.6706295690418762,1.6502560377120972,1.6502560377120972,62400
1973-11-12,1.6451621055603027,1.6655356300873652,1.6451621055603025,1.6502554866920682,56000
1973-11-13,1.6451621055603027,1.6655356300873652,1.6451621055603025,1.6451621055603025,60000
1973-11-14,1.6196950674057007,1.6400685902661496,1.6196950674057007,1.6400685902661496,76000
1973-11-15,1.6247882843017578,1.6451618051080494,1.6247882843017578,1.6247882843017578,46400
1973-11-16,1.6349745988845825,1.6553481141354807,1.6349745988845825,1.6349745988845825,78400
1973-11-19,1.6095080375671387,1.6298815570300138,1.6095080375671387,1.6298815570300138,73600
1973-11-20,1.533107876777649,1.5534814033793451,1.533107876777649,1.5534814033793451,159200
1973-11-21,1.563666582107544,1.5840400880633425,1.563666582107544,1.563666582107544,97600
1973-11-23,1.5585741996765137,1.5789477186265333,1.5585741996765137,1.5636675794140185,62400
1973-11-26,1.5585741996765137,1.5789477186265333,1.5585741996765137,1.5585741996765137,123200
1973-11-27,1.533107876777649,1.5534814033793451,1.533107876777649,1.5534814033793451,128000
1973-11-28,1.5229219198226929,1.543295457211625,1.5229219198226929,1.533108688517159,126400
1973-11-29,1.4974538087844849,1.517827329992437,1.4974538087844849,1.517827329992437,65600
1973-11-30,1.400679588317871,1.4210531096024948,1.400679588317871,1.4210531096024948,172000
1973-12-03,1.3752132654190063,1.3955867952770658,1.3752132654190063,1.3955867952770658,510400
1973-12-04,1.3853998184204102,1.4057733451618868,1.3853998184204102,1.3853998184204102,296000
1973-12-05,1.3548381328582764,1.3752116386155437,1.3548381328582764,1.3752116386155437,132800
1973-12-06,1.3955864906311035,1.4159600160417765,1.3955864906311035,1.3955864906311035,183200
1973-12-07,1.4567058086395264,1.4770793164526665,1.4567058086395264,1.4567058086395264,312000
1973-12-10,1.4516128301620483,1.4719863435678315,1.4516128301620483,1.4567062085134943,158400
1973-12-11,1.4668927192687988,1.4872662292586432,1.4668927192687988,1.4668927192687988,104000
1973-12-12,1.4618006944656372,1.482174223308364,1.4618006944656372,1.4668940766763188,93600
1973-12-13,1.446520209312439,1.4668937333872623,1.4465202093124392,1.4618003523685563,69600
1973-12-14,1.446520209312439,1.4668937333872623,1.4465202093124392,1.4465202093124392,24000
1973-12-17,1.4057728052139282,1.426146324130072,1.4057728052139282,1.426146324130072,60000
1973-12-18,1.4057728052139282,1.426146324130072,1.4057728052139282,1.4057728052139282,90400
1973-12-19,1.4057728052139282,1.426146324130072,1.4057728052139282,1.4057728052139282,114400
1973-12-20,1.410866379737854,1.4312399014669204,1.410866379737854,1.410866379737854,72000
1973-12-21,1.4210522174835205,1.441425725977908,1.4210522174835205,1.4210522174835205,28800
1973-12-24,1.4261459112167358,1.4465194242341177,1.4261459112167358,1.4261459112167358,100000
1973-12-26,1.4821736812591553,1.5025472026510338,1.4821736812591553,1.4821736812591553,96800
1973-12-27,1.5382000207901,1.5585735309992406,1.5382000207901003,1.5382000207901003,114400
1973-12-28,1.5840418338775635,1.6044153622875643,1.5840418338775635,1.5840418338775635,94400
1973-12-31,1.6095080375671387,1.6298815570300138,1.6095080375671387,1.6095080375671387,112800
1974-01-02,1.5942283868789673,1.6146019125898807,1.5942283868789673,1.6095085311621524,121600
1974-01-03,1.6196950674057007,1.6400685902661496,1.6196950674057007,1.6196950674057007,95200
1974-01-04,1.5891343355178833,1.6095078526399074,1.5891343355178833,1.6095078526399074,156000
1974-01-07,1.563666582107544,1.5840400880633425,1.563666582107544,1.5840400880633425,71200
1974-01-08,1.5432937145233154,1.5636672289064617,1.5432937145233154,1.5636672289064617,87200
1974-01-09,1.5229219198226929,1.543295457211625,1.5229219198226929,1.543295457211625,64000
1974-01-10,1.4261459112167358,1.4465194242341177,1.4261459112167358,1.4465194242341177,116000
1974-01-11,1.3904916048049927,1.4108651081720989,1.3904916048049927,1.4108651081720989,208000
1974-01-14,1.4159581661224365,1.436331664915565,1.4159581661224365,1.4159581661224365,126400
1974-01-15,1.4363341331481934,1.4567076669517136,1.4363341331481934,1.4363341331481934,69600
1974-01-16,1.487267017364502,1.507640538150317,1.487267017364502,1.487267017364502,99200
1974-01-17,1.5076406002044678,1.5280141218288523,1.5076406002044678,1.5076406002044678,106400
1974-01-18,1.487267017364502,1.507640538150317,1.487267017364502,1.507640538150317,62400
1974-01-21,1.446520209312439,1.4668937333872623,1.4465202093124392,1.4668937333872623,478400
1974-01-22,1.4363341331481934,1.4567076669517136,1.4363341331481934,1.4465209000499535,132800
1974-01-23,1.4057728052139282,1.426146324130072,1.4057728052139282,1.426146324130072,147200
1974-01-24,1.3955864906311035,1.4159600160417765,1.3955864906311035,1.40577325333644,124000
1974-01-25,1.410866379737854,1.4312399014669204,1.410866379737854,1.410866379737854,46400
1974-01-28,1.4057728052139282,1.426146324130072,1.4057728052139282,1.4108661849429642,50400
1974-01-29,1.4210522174835205,1.441425725977908,1.4210522174835205,1.4210522174835205,163200
1974-01-30,1.4312399625778198,1.4516134851767926,1.43123996257782,1.43123996257782,72800
1974-01-31,1.4159581661224365,1.436331664915565,1.4159581661224365,1.431238290217283,35200
1974-02-01,1.3955864906311035,1.4159600160417765,1.3955864906311035,1.4159600160417765,67200
1974-02-04,1.3752132654190063,1.3955867952770658,1.3752132654190063,1.3955867952770658,57600
1974-02-05,1.3599320650100708,1.3803055790926186,1.3599320650100708,1.3752122005719818,61600
1974-02-06,1.3701200485229492,1.3904935808429932,1.3701200485229492,1.3701200485229492,34400
1974-02-07,1.3752132654190063,1.3955867952770658,1.3752132654190063,1.3752132654190063,33600
1974-02-08,1.3701200485229492,1.3904935808429932,1.3701200485229492,1.3752134316029603,56800
1974-02-11,1.3548381328582764,1.3752116386155437,1.3548381328582764,1.370118262176227,84000
1974-02-12,1.334465503692627,1.3548390228329725,1.334465503692627,1.3548390228329725,106400
1974-02-13,1.3140919208526611,1.3344654390054156,1.3140919208526611,1.3344654390054156,96800
1974-02-14,1.3140919208526611,1.3344654390054156,1.3140919208526611,1.3140919208526611,41600
1974-02-15,1.3191848993301392,1.3395584112889058,1.3191848993301392,1.3191848993301392,263200
1974-02-19,1.2988123893737793,1.3191859170502307,1.2988123893737793,1.3191859170502307,200000
1974-02-20,1.3140919208526611,1.3344654390054156,1.3140919208526611,1.3140919208526611,142400
1974-02-21,1.3089993000030518,1.3293728299641887,1.3089993000030518,1.3140926824933359,51200
1974-02-22,1.3140919208526611,1.3344654390054156,1.3140919208526611,1.3140919208526611,276800
1974-02-25,1.3039048910140991,1.3242784049361944,1.3039048910140991,1.3140916479751468,72000
1974-02-26,1.2988123893737793,1.3191859170502307,1.2988123893737793,1.303905771292892,170400
1974-02-27,1.293718934059143,1.3140924605797597,1.293718934059143,1.2988123156892972,144800
1974-02-28,1.2988123893737793,1.3191859170502307,1.2988123893737793,1.2988123893737793,305600
1974-03-01,1.3089993000030518,1.3293728299641887,1.3089993000030518,1.3089993000030518,280800
1974-03-04,1.3039048910140991,1.3242784049361944,1.3039048910140991,1.308998269494623,149600
1974-03-05,1.344652533531189,1.36502605676651,1.344652533531189,1.344652533531189,163200
1974-03-06,1.3497446775436401,1.3701181821103365,1.3497446775436401,1.3497446775436401,200000
1974-03-07,1.3599320650100708,1.3803055790926186,1.3599320650100708,1.3599320650100708,74400
1974-03-08,1.3853998184204102,1.4057733451618868,1.3853998184204102,1.3853998184204102,197600
1974-03-11,1.3752132654190063,1.3955867952770658,1.3752132654190063,1.385400030348036,184000
1974-03-12,1.3955864906311035,1.4159600160417765,1.3955864906311035,1.3955864906311035,163200
1974-03-13,1.4974538087844849,1.517827329992437,1.4974538087844849,1.4974538087844849,326400
1974-03-14,1.5382000207901,1.5585735309992406,1.5382000207901003,1.5382000207901003,304000
1974-03-15,1.528014063835144,1.5483875846862794,1.528014063835144,1.5382008242607117,287200
1974-03-18,1.4974538087844849,1.517827329992437,1.4974538087844849,1.517827329992437,161600
1974-03-19,1.4668927192687988,1.4872662292586432,1.4668927192687988,1.4872662292586432,124000
1974-03-20,1.4770795106887817,1.4974530211810406,1.4770795106887817,1.4770795106887817,77600
1974-03-21,1.4719871282577515,1.4923606525242947,1.4719871282577515,1.4770805093243873,41600
1974-03-22,1.4668927192687988,1.4872662292586432,1.4668927192687988,1.47198609676626,34400
1974-03-25,1.4668927192687988,1.4872662292586432,1.4668927192687988,1.4668927192687988,50400
1974-03-26,1.4618006944656372,1.482174223308364,1.4618006944656372,1.4668940766763188,44800
1974-03-27,1.4210522174835205,1.441425725977908,1.4210522174835205,1.441425725977908,126400
1974-03-28,1.3395590782165527,1.3599326003187056,1.3395590782165527,1.3599326003187056,287200
1974-03-29,1.334465503692627,1.3548390228329725,1.334465503692627,1.3395588834777135,178400
1974-04-01,1.3395590782165527,1.3599326003187056,1.3395590782165527,1.3395590782165527,39200
1974-04-02,1.344652533531189,1.36502605676651,1.344652533531189,1.344652533531189,68800
1974-04-03,1.3395590782165527,1.3599326003187056,1.3395590782165527,1.344652458742091,272800
1974-04-04,1.344652533531189,1.36502605676651,1.344652533531189,1.344652533531189,61600
1974-04-05,1.3242783546447754,1.3446518677931567,1.3242783546447754,1.3446518677931567,116800
1974-04-08,1.3039048910140991,1.3242784049361944,1.3039048910140991,1.3242784049361944,104000
1974-04-09,1.2988123893737793,1.3191859170502307,1.2988123893737793,1.303905771292892,40800
1974-04-10,1.3039048910140991,1.3242784049361944,1.3039048910140991,1.3039048910140991,104800
1974-04-11,1.3039048910140991,1.3242784049361944,1.3039048910140991,1.3039048910140991,182400
1974-04-15,1.3089993000030518,1.3293728299641887,1.3089993000030518,1.3089993000030518,54400
1974-04-16,1.3599320650100708,1.3803055790926186,1.3599320650100708,1.3599320650100708,142400
1974-04-17,1.3752132654190063,1.3955867952770658,1.3752132654190063,1.3752132654190063,116000
1974-04-18,1.3904916048049927,1.4108651081720989,1.3904916048049927,1.3904916048049927,113600
1974-04-19,1.3752132654190063,1.3955867952770658,1.3752132654190063,1.390493412812551,55200
1974-04-22,1.3701200485229492,1.3904935808429932,1.3701200485229492,1.3752134316029603,38400
1974-04-23,1.3497446775436401,1.3701181821103365,1.3497446775436401,1.3701181821103365,111200
1974-04-24,1.3089993000030518,1.3293728299641887,1.3089993000030518,1.3293728299641887,165600
1974-04-25,1.2733440399169922,1.2937175445556641,1.2733440399169922,1.2937175445556641,248800
1974-04-26,1.263157844543457,1.2835313581651255,1.263157844543457,1.2733446013542913,184000
1974-04-29,1.2478783130645752,1.2682518365431805,1.2478783130645752,1.2631584556735291,212800
1974-04-30,1.2427853345870972,1.2631588646622955,1.2427853345870972,1.2478787171058967,88800
1974-05-01,1.2478783130645752,1.2682518365431805,1.2478783130645752,1.2478783130645752,325600
1974-05-02,1.263157844543457,1.2835313581651255,1.263157844543457,1.263157844543457,323200
1974-05-03,1.2682509422302246,1.2886244513423566,1.2682509422302246,1.2682509422302246,97600
1974-05-06,1.263157844543457,1.2835313581651255,1.263157844543457,1.268251222948874,42400
1974-05-07,1.2224112749099731,1.2427847961584728,1.2224112749099731,1.2427847961584728,129600
1974-05-08,1.196943998336792,1.2173175132020992,1.196943998336792,1.2173175132020992,192800
1974-05-09,1.1918511390686035,1.212224662813366,1.1918511390686035,1.1969445200047941,38400
1974-05-10,1.1511040925979614,1.1714776163607572,1.1511040925979614,1.1714776163607572,352800
1974-05-13,1.1256366968154907,1.146010211689979,1.1256366968154907,1.146010211689979,310400
